id,node_ids,road_name
3919,4221006236 4230126319 9859609334 2229119310 4229589129 4229589134 4221207824 9859609333 4210479291 4221207834,Karawal Nagar Main Road
3920,4221207834 944837358 6193868661 9859609332 944837357 4231789117 4221207860 4221207865 4221207872 9871448257 4210479298 4221207994 9871448259 944837356 9869509054 4210479315 9859609331 4221208020 9854949930 944837354 9854949932 9854949931 4210479321 4210479323 944837352 4210479329 9855392526 11836579886 2229119591 2229119604 2229119606 2229119611 4221208099 4218870920 4221208109 4210479343 4221208126 4221208129 4231719013 944837351 9859569408 4210479352,Karawal Nagar Main Road
3921,802969161 851689624 802969158 9865082188 12273055521 849943514 1356119860 851691006 1356119880,Dadri Road
3922,1356119880 849943579,Dadri Road
3923,849943579 11939284529,Dadri Road
3924,11939284529 849943530,Dadri Road
3925,906856457 905063421 906856398 906856389,Vikas Marg
3926,944889369 944889058,Vikas Marg
3927,944889293 944889319 944888940 1870091772 944889226 1870091774 944888839 944888859 944889127 944889413 944888879,
3928,905284995 905281061 906711317 906711532 905284703 906712635 906690225 906690577 906762442,Ghazipur Road
3929,906762442 906690691,Ghazipur Road
3930,906690691 906690390 906690761 906690531,Ghazipur Road
3931,906690531 9833176330,Ghazipur Road
3932,9833176330 944888860 944889245 1356119905 7950407540 7242750707,Ghazipur Road
3933,944889345 906856457,Vikas Marg
3934,944888804 944888978 944889351 944889334 944889048 1870091827 1870091822 944888775 1870091820,
3935,944888845 5808702932 944889111 5808702931 944889391 5808702930 944888756 5808702929 944889040 5808702928 1863230705 5808702927 944889324 5808702926 944888943 5808702925 944888971 5808702924 944889253 5808702923 1863230707 5808702922 5808702921 1863230704,
3936,944889363 944888804,
3937,1863230703 5808702933 1863230706 5808702934 1863230713 5808702935 944888795 5808702936 944889071 5808702937 944889357 5808702938 944889380 5808702939 944889009 5808702940 944889284 5808702941 944888906 5808702942 944888930 5808702943 5808702946 5808702944 944889223 5808702945,
3938,944889077 1356119906 7242750710,
3939,7242750710 7242750711,
3940,944888923 11026357638 11026357637 11026357636 944889306 11026357635 944889015 5808702910 944888996 11026357634 5808702909 944889374 5808702908 1863230694 5808702907 944889094 944888824 11026357633 5808702906 944888790 944889157 11026357631 944888893 944889277,
3941,944889162 944889077,
3942,7242750707 7242750709,
3943,7242750709 944889363,
3944,944889399 906856452,Vikas Marg
3945,906856452 838495979 838495900 4441065703 838495878 838495937 6494084379 838495925 6494084378 6494084377 6494084376 9835336542 6494084356,Vikas Marg
3946,944888909 1863230727,Dadri Road
3947,1863230727 4210634393 6643033872 4210701811 11739880309 905063003 9833307195 4210701806 9833371276 906856520 9833371275 5808702905 9186589242 5808702904 906856406 5808702903 5808702902 5808702901 906856507,Dadri Road
3948,944888777 944889224 944888796 944889073 944889359,
3949,944889261 944888875 1870091771 944889140 1870091751 944888777,
3950,563097134 12146105662 175610053 175610050,Bikaji Cama Place Flyover
3951,5605096876 949747670 12250215444 12250215451 278165412,
3952,2353491223 10982117507 10982117506 949747617 10982117505 10982104604 949748019 10982104603 345277845 10982104602 10982104601 345277847 10982104600 413315605,Terminal 2B Road
3953,915436769 915433618 915435203 915432279 915436358 9181776852 915432478 9181774851 9181774847 2940758788 2940758787 9579792839 6013000199 6013000197 6013000195 6013000193 6013000191 6013000189 6013000187 6012998659 6012998655 6012998654 6012998652 6012998650 6012998646 6012998637 6012998635 6012998633 915433951 12114519100 12114583301 6012998626 6013037501 6385147544 915433445,Road Number 40
3954,915433445 915436031,Road Number 40
3955,915474016 915432293 11698365763 915435506 914644141 4233046581 914642361 10289210735 914637089,Road Number 40
3956,914637089 914642023,Road Number 40
3957,282138885 309865942 5358882600 1377836595 4231249378 10262088554,Rao Tula Ram Marg
3958,10262088554 910665077,Rao Tula Ram Marg
3959,910665077 910664882,Rao Tula Ram Marg
3960,280740678 1867171623,Shanti Path
3961,1867171623 2431986014 5137961058 2431986031 5137961064 563659506 8285355078 6469711664 563659507 8285355075 563659508 910549680,Shanti Path
3962,422261472 6639794428,Nala Road
3963,6639794428 6622099709 2841455777 6622125938 9600025632,Nala Road
3964,9600025632 1986129602 992924640 992924642 992924643 992924644 11909061581 3735849134 992924645 602466635,Nala Road
3965,412209646 5766164001 1036203727 9862113565 1036204036 9862113563 9862113564 1036203849 1036204091 1036203590 12234719104,
3966,1040895348 10289401991,W Block Road
3967,10289401991 1040896642 1040896745 1040896063 1040896408 1040895462 1040896160 1040895679,W Block Road
3968,1040895679 1040895715 1040896318 1040896680 1040895377 1040896330 1040896718 1040895501 1040895316 1040896829 1040895898 1040896765 1040896776 1040896937 1040896788 9867231833 1040895593 1040896157 9867301086 1040896906,W Block Road
3969,1040895436 11481809954 6436778481 6646286447 1040895581 6517841262 1040896808 1040896979 1040896230 5489933914 7026234645 3565711366,EPDP Marg
3970,3565711366 5733236879 11009945988 5733236877 5733236876 5733236875 9867743348 5733236874 6768836911 5733236873 5733236872 5733236871 5733236870 5733236869 6618387242 5733236868 5733236867 5733236866 5733236865,EPDP Marg
3971,5733236865 5733236864,EPDP Marg
3972,5733236864 9720412199,EPDP Marg
3973,1040895744 1040896928 6749964776 6749964777 1040895646,Road No. 1
3974,1040896498 2885512405 6459196257 2885512409 2885512415 2885512420 1040992591 6646468652 1040992338 1740127270 1740127213 1040896130,Hansraj Sethi Marg
3975,1040896498 1040895351 1040896645 1040896951 1040896257 1040896930 1040896416,
3976,1040896416 9869688053 2885479026 2885479025 1040896516 1040895642 2885479024 1040896079 2885479023 1040896989 1040896853,
3977,910664864 1040993173 6436784754 2885479060 2885479057 2885479052 1040896520 1040895631 2885479040 6544857034 11013344992 1040895722,Hansraj Sethi Marg
3978,1040925154 1040896991 1040924718,Bipinchandra Pal Marg
3979,1040924718 2744921119 1040924306,Bipinchandra Pal Marg
3980,1040924306 1041070025 2744921120 1042720076 1040925015 1040896522 1041938881 1041938642 1040992252 1040992550 11964843544 1040992912 1042719899 11985479730 1040896903,Bipinchandra Pal Marg
3981,1040896903 11985479732 1041948278 2756072279 1040993142 1040993426 1040992983 1040896931 1040993499 1040992237 1040992980 1040992276 1040992496 1040895919 11621370248 1040993171,Bipinchandra Pal Marg
3982,1040993171 1040896090 1040993030 1041069579 1040896996,Bipinchandra Pal Marg
3983,3486509791 12098465810 1040895750 12098465159 1041069363 9857747364 1040896170,Suryasen Marg
3984,1040896170 9857747363 9857747361 3404446564 1041069727 9857747375 1040896996,Suryasen Marg
3985,1040896187 9869577545 9869577543 9869577546 9869545413,Maharaja Agarsen Marg
3986,9869545413 9869545412,Maharaja Agarsen Marg
3987,9869545412 9869577530 9869577531 9869577532 6734843737 9869545411 6734843738 9869577540 9869577533 9869577534 9869577535 1041069334 1041069403 9869545415 9869577554 9869545410 1041069644 9869545409 9869545414 9869577549 10286869241 11187672577 5665847892,Maharaja Agarsen Marg
3988,5665847892 5665847893,Maharaja Agarsen Marg
3989,1040895722 1040896836 1040897027 1040896548 1040896695 1040896209 1040895291 1040895381 1040896677 1040896878,
3990,442875686 2684837518,
3991,1040924306 1040924548 1042720034 1042719529 1040924890 1042720606 12088641096 1040924711 10885770655 1040924347 10885770653 1040925096 1040924389 1040992130 12088598168 1040925205 1040925057 2757971487 1040992362 2757971468 1040993182,
3992,1040993171 1041069437 2746834643 1040992540 1041069971 1040993594 1041070267 2757950927 1041070165 1041069512 1040992608 2757977011 1041069633 1041069621 1041069738 2757952782 1041069586 1040993674 1658821288 2746844164 2757953386 1040993388,
3993,6773338024 6769351766 1040993622 1042789284 7239374734 1042789728 1042789322 1681203701,Kalka Public School Road
3994,1681203701 1042789681 9720397576 1040992559,Kalka Public School Road
3995,1040992559 6884885171 9704964590 2262991288 12098757945 1040992948,Kalka Public School Road
3996,1040993218 9869609383 9869609393 9869609384 1040992263 1040992803 1040992154 9869626376 1040992490 1042720550 1040993447 10286902297 2885479100 1040992561 11626340552 2885479096 2912684414 2885479089 1040993371 2912684412 1040992696 1740127223 1040992492 9869626377 9869643719 2912684405 2912674600 1040992225 9869626373 1740127285 1740127357 1040993131 9869626383 9869648615 2950924642 9720412170 2716786499 2950924638 1042789700 2885512426 1040896416,
3997,1040924481 1040895433 1040924456 1040924453 1040896721 1040896956 1040896541 1040924665 1040924470 1040924577 1040924553 1040924792 1040895679,
3998,1041069675 6341759997,
3999,9855379720 1041070211,Baba Fateh Singh Marg
4000,1041070211 9855517215,Baba Fateh Singh Marg
4001,9855517215 7247163368 1801023509 1041070264 9591266963 9591266969 13118704122 1041069527 9720422531 1801052006 1041069555 9855379719 1041070055 1041070191 1041069342 6768836910 9898838389 1486834526 9720397556 1041069416 9720397555 1796275828 9855379718 9855379717,Baba Fateh Singh Marg
4002,1041069678 9720412188 7232717321 9869799992 9869799993 1041070226,Hansraj Sethi Marg
4003,1041069847 5733236864,Hansraj Sethi Marg
4004,5733236864 9869800401 11618364045 11618364046 9720412184 1041069678,Hansraj Sethi Marg
4005,1041069630 9869799994 9869799995 1041070226,Hansraj Sethi Marg
4006,6491141006 1041879700,Raja Ram Marg
4007,1041879700 4215248815 4215248800 4216974193 1041879227 6491140994 1041879385 4215248794 1041879694,Raja Ram Marg
4008,1041879694 6491057800,Raja Ram Marg
4009,6491057800 6491140995 4217290714 12765751039 4217290716 6491140986 9857914358 6491139384,Raja Ram Marg
4010,4167250201 1041879370,
4011,939271023 9868051941 1041939402 9584277298 11524385306 1041938522 1796110109 1796110192 1041939487 9868051927 1041939223 1041939570 1041938736 9868051936 939270612,Rajdev Mehta Marg
4012,5802016618 5377411245,Hansraj Gupta Marg
4013,5377411245 11142690856 6436645070 1041948243 9938798414 11013411469 1041938663 9938803068 9938803070 6725682648 6734560448 7239435192 1041938544,Hansraj Gupta Marg
4014,1839617363 10271179994 6618327208,
4015,6618327208 2636288030 3953433052,
4016,1114584027 6622389619,
4017,6622389619 1114584042,
4018,6627292415 9837756976 4224996531 1114584084 4224974849 4233477838 4225073133 12098336895 4224974852 4225073137 4231798186 9838446166 1114584073 9838542574 1114584078 1114584046 1114584017 4231798260 1114584063 4231798272 1114584031 1114584082 1114584052 4231798299 1114584020 1114584067 1114584041 1114584089 1114584058 1114584026 4231798340 1114584071 1114584045 9803456283 1114584010 9803456285 1114584014,
4019,1114584014 9803456284 3738876262 9803568525 9803592150 9803592141 9803592137 9803592122 3738876263 9803568527 9803573390 4231798449 3738876266,
4020,1114584015 5065101196,
4021,1114584042 1114584015,
4022,1114882316 9873564981 9873564962 1763921366 9873564961 1763921357 9873564960 1763921368 10261674280 1763921358 1763921367 1114882320 1763921361 1763921362 1763921363 1114882321 1763921360,Kaifi Azmi Marg
4023,316376941 3739150170 10255004665 3739150167 9914436610 10255004652 10255004650 10255004654 9870250618 9870250617 2432087726 9870250633 7232846753 7232825483 7232825484 10254991496 610885946 10255000111 9870192136 610885961 6734335288 11187511388 6270331963,Shaheed Bhagat Singh Marg
4024,6270331963 316376943,Shaheed Bhagat Singh Marg
4025,316376943 6657316544 9857179778 9857179775 9699786103 9699786113 6395732262 9857179772 9699797338 9699797350 3739149983 316376945 7245744477 6395732278 316376944 6645661531,Shaheed Bhagat Singh Marg
4026,6645661531 316376946,Shaheed Bhagat Singh Marg
4027,316376946 427834023,Shaheed Bhagat Singh Marg
4028,427834023 6645661524,Shaheed Bhagat Singh Marg
4029,6645661524 316376932 316376935,Shaheed Bhagat Singh Marg
4030,316376935 316376936 316376937 316376912 2507728920,Shaheed Bhagat Singh Marg
4031,2507728920 12243702044 316376910 7245036291 7245036285 316376916 2507723380,Shaheed Bhagat Singh Marg
4032,485215790 10255015243 11015140192 6385672570,Shivaji Marg
4033,6385672570 9602262531,Shivaji Marg
4034,9602262531 485215746 485215757 6639639850 6657531197 6639639844 6395869152 11626240763 11626230073 11626186168 11626186161 2507757301,Shivaji Marg
4035,2507757301 2507757352,Shivaji Marg
4036,2507757352 485214955 2507757316 915274021 2432087757,Shivaji Marg
4037,2432087757 915274359,Shivaji Marg
4038,915274359 915274050 9865019927 5813444558 915274242 1825530353,Shivaji Marg
4039,1825530353 1825530361 915274417,Shivaji Marg
4040,915274417 1825530367 1825530376 915274296,Shivaji Marg
4041,915274296 1825530383,Shivaji Marg
4042,1825530383 4235025454 4235025455 915274337 915274025 915274141 4235025459 11187512900 6385598138,Shivaji Marg
4043,1166336230 316376968 10254990644 10254990645 6769052755 316376978,Najafgarh Road
4044,1863303049 1863303036 1863303027 4210365151 1863303018 4210365143 1863302986 4227975994 5745228091 1863302959 5745228090 6640075537,
4045,6640075537 1863302955,
4046,1191281901 4229500093 1191281923 4229500094 4229500118 1191281952 4229500134 1778989327 6191742679 1793048199 9918594633 11563101919 9918594638 9918628673 4229456808 2136103112 9918607625 1191281935 4229500320 3284635501 1793042377 1191281880 11235519355 1793042396 1793042390 9918372054 1191281907 1191281931 9918763652 9917005028 1785690610 9918595099 1793025994 1793025998 1793064140 9918763651 1191281946 9918763650 1793026001 1793068023 6114308405 9917005027 10229625805 6114308404 1773339489 1191281906,Kakrola Road
4047,1191281883 6542579394,
4048,2633419186 4229500085 9910980578 4229500081 1191281933 9910811898 9910957886 4229518800 6755820458 12839781615 9910980561 10888922481 9910980555 7227627669 3840234135 3840234133 9916866850 11618370965 11593974712 11618370967 1191281877,Dwarka Greens Road
4049,1191281877 9916866844 7227613302 11593982184 3840234137 4229518828 4229592004 4229592013 9044613511 1191281932 9916866871 1191281876 9044613491 4229518865 4229500579 4229518887 4229518896 4229518917 4230047398 4230047405 9918486970 4230129132 4230047439 11484467493 1191281904,Old Palam Road
4050,1191281904 4230047501 4230047529 4230047547 4230047570 4230047591 4230047605 4230047623 2632335722,Old Palam Road
4051,1232310255 12475211340 1232310236 6622359194 1232310295 12797773743 1232310277 1232310263 6258915951 12475211338 6622359191 1232310246 6622346079 6622359187 6622359188 6622359186 11836618482 1232310225 11836618480,Om Mandir marg
4052,11836618480 1232310259 11836618479 1232310240 1232310299 11836618477 6622346083 3738889664 9860320843 1232310267 1232310250 11836618475 9863386886 1232310230 3754187157 9863363609 3754176434,Om Mandir marg
4053,1614209918 1826969083,Bawana road
4054,1826969083 9901183832 6493888955 1614209916 6493888956 9852668376 9899606368 1614209914 1614209912 4229520308 9899606367 1614209909 9901189728 9901189721 9865963376 9901189719 9899606355 4229441250 1824554829 9899606366 9899606365 1614209908 1826969082 9865963371 9865663281 9865963374 9901189730 9899606364 1614209903 9899606363 1614209901 1614209897 4229865588 9865963372 1614209895 9865963373 9865963370 9865963402 4229877189 1614209899 9865640441 9865640439 3008718379 4229520292 1614209893 9865537326 9865963364 9865963360 9865963401,Bawana road
